142,1830,/beer/profile/184/1402/,La Trappe Quadrupel (Koningshoeven / Dominus),/beer/profile/184/,Bierbrouwerij De Koningshoeven B.V.,/beer/style/142/,Quadrupel (Quad)
143,9144,/beer/profile/132/56973/,Shakespeare Oatmeal Stout,/beer/profile/132/,Rogue Ales,/beer/style/69/,Oatmeal Stout
144,21768,/beer/profile/39/132/,Ayinger Brau Weisse,/beer/profile/39/,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,/beer/style/89/,Hefeweizen
145,47816,/beer/profile/283/773/,Goudenband,/beer/profile/283/,Brouwerij Liefmans,/beer/style/52/,Flanders Oud Bruin
146,10049,/beer/profile/215/1346/,Chimay Tripel (White),/beer/profile/215/,Bières de Chimay S.A.,/beer/style/58/,Tripel
147,3935,/beer/profile/392/18199/,Insanity,/beer/profile/392/,Weyerbacher Brewing Co.,/beer/style/152/,English Barleywine
148,4084,/beer/profile/429/1769/,Alaskan Smoked Porter,/beer/profile/429/,Alaskan Brewing Co.,/beer/style/159/,American Porter
149,475,/beer/profile/259/1855/,St. Bernardus Prior 8,/beer/profile/259/,Brouwerij St. Bernardus NV,/beer/style/57/,Dubbel
150,5391,/beer/profile/64/15758/,75 Minute IPA,/beer/profile/64/,Dogfish Head Brewery,/beer/style/116/,American IPA
151,1424,/beer/profile/4/448/,Allagash Tripel Ale,/beer/profile/4/,Allagash Brewing Company,/beer/style/58/,Tripel
152,10601,/beer/profile/347/3338/,Cadillac Mountain Stout,/beer/profile/347/,Bar Harbor Brewing Company,/beer/style/162/,Irish Dry Stout
153,3950,/beer/profile/64/9086/,120 Minute IPA,/beer/profile/64/,Dogfish Head Brewery,/beer/style/140/,American Double / Imperial IPA
154,86430,/beer/profile/71/19426/,Fuller's Vintage Ale,/beer/profile/71/,Fuller Smith & Turner PLC,/beer/style/79/,Old Ale
155,30480,/beer/profile/1177/20578/,Czar Jack Imperial Stout,/beer/profile/1177/,Minneapolis Town Hall Brewery,/beer/style/84/,Russian Imperial Stout
156,3902,/beer/profile/13839/31613/,Old Viscosity,/beer/profile/13839/,Port Brewing,/beer/style/157/,American Double / Imperial Stout
157,419,/beer/profile/158/17060/,Hercules Double IPA,/beer/profile/158/,Great Divide Brewing Company,/beer/style/140/,American Double / Imperial IPA
158,1246,/beer/profile/199/10386/,Dorado Double IPA,/beer/profile/199/,Ballast Point Brewing Company,/beer/style/140/,American Double / Imperial IPA
159,10722,/beer/profile/207/3842/,Trappistes Rochefort 6,/beer/profile/207/,Brasserie de Rochefort,/beer/style/57/,Dubbel
160,32167,/beer/profile/2681/8919/,G'Knight Imperial Red Ale,/beer/profile/2681/,Oskar Blues Grill & Brew,/beer/style/140/,American Double / Imperial IPA
161,4498,/beer/profile/863/12770/,Damnation,/beer/profile/863/,Russian River Brewing Company,/beer/style/55/,Belgian Strong Pale Ale
162,5161,/beer/profile/141/622/,Smuttynose Robust Porter,/beer/profile/141/,Smuttynose Brewing Company,/beer/style/159/,American Porter
163,882,/beer/profile/637/1716/,Avec Les Bons Voeux,/beer/profile/637/,Brasserie Dupont sprl,/beer/style/129/,Saison / Farmhouse Ale
164,4700,/beer/profile/259/7879/,St. Bernardus Witbier,/beer/profile/259/,Brouwerij St. Bernardus NV,/beer/style/48/,Witbier
165,128043,/beer/profile/112/1867/,Old Stock Ale,/beer/profile/112/,North Coast Brewing Co.,/beer/style/79/,Old Ale
166,1557,/beer/profile/610/1658/,Big Bear Black Stout,/beer/profile/610/,Bear Republic Brewing Co.,/beer/style/157/,American Double / Imperial Stout
167,4013,/beer/profile/64/1161/,Indian Brown Ale,/beer/profile/64/,Dogfish Head Brewery,/beer/style/73/,American Brown Ale
168,3952,/beer/profile/64/6108/,60 Minute IPA,/beer/profile/64/,Dogfish Head Brewery,/beer/style/116/,American IPA
169,5956,/beer/profile/141/16403/,"Smuttynose IPA ""Finest Kind""",/beer/profile/141/,Smuttynose Brewing Company,/beer/style/116/,American IPA
170,24331,/beer/profile/220/22387/,Lagunitas Imperial Red Ale,/beer/profile/220/,Lagunitas Brewing Company,/beer/style/128/,American Amber / Red Ale
171,449,/beer/profile/323/875/,Old Engine Oil,/beer/profile/323/,Harviestoun Brewery Ltd.,/beer/style/101/,English Porter
172,2245,/beer/profile/24/36/,Traquair House Ale,/beer/profile/24/,Traquair House Brewery Lld,/beer/style/77/,Scotch Ale / Wee Heavy
173,353,/beer/profile/201/813/,De Dolle Oerbier,/beer/profile/201/,Brouwerij De Dolle Brouwers,/beer/style/56/,Belgian Strong Dark Ale
174,5411,/beer/profile/26/7438/,Alpha Klaus Christmas (Xmas) Porter,/beer/profile/26/,3 Floyds Brewing Co.,/beer/style/159/,American Porter
175,2240,/beer/profile/28/61/,Anchor Porter,/beer/profile/28/,Anchor Brewing Company,/beer/style/159/,American Porter
176,9377,/beer/profile/12516/8023/,Siberian Night Imperial Stout,/beer/profile/12516/,Thirsty Dog Brewing Company,/beer/style/84/,Russian Imperial Stout
177,115100,/beer/profile/173/20762/,Doggie Claws,/beer/profile/173/,Hair of the Dog Brewing Company / Brewery and Tasting Room,/beer/style/19/,American Barleywine
178,210,/beer/profile/681/26277/,Abbaye Des Rocs Grand Cru Belgian Special Brown,/beer/profile/681/,Brasserie de l'Abbaye des Rocs s.a.,/beer/style/56/,Belgian Strong Dark Ale
179,17904,/beer/profile/287/1891/,Third Coast Old Ale,/beer/profile/287/,"Bell's Brewery,  Inc.",/beer/style/19/,American Barleywine
180,12609,/beer/profile/696/15589/,Thomas Hooker Liberator Doppelbock,/beer/profile/696/,Thomas Hooker Brewing Company,/beer/style/35/,Doppelbock
181,811,/beer/profile/396/16400/,AleSmith Wee Heavy,/beer/profile/396/,AleSmith Brewing Company,/beer/style/77/,Scotch Ale / Wee Heavy
182,1365,/beer/profile/201/817/,De Dolle Stille Nacht,/beer/profile/201/,Brouwerij De Dolle Brouwers,/beer/style/55/,Belgian Strong Pale Ale
183,6872,/beer/profile/113/576/,Samuel Smith's Nut Brown Ale,/beer/profile/113/,Samuel Smith Old Brewery (Tadcaster),/beer/style/74/,English Brown Ale
184,2961,/beer/profile/590/20014/,Thumbprint Apple Ale,/beer/profile/590/,New Glarus Brewing Company,/beer/style/9/,Fruit / Vegetable Beer
185,408,/beer/profile/9897/18975/,Oro De Calabaza,/beer/profile/9897/,Jolly Pumpkin Artisan Ales,/beer/style/127/,Bière de Garde
186,3832,/beer/profile/345/1005/,Hop Devil Ale,/beer/profile/345/,Victory Brewing Company,/beer/style/116/,American IPA
187,12059,/beer/profile/264/2758/,Sinebrychoff Porter,/beer/profile/264/,Oy Sinebrychoff Ab,/beer/style/80/,Baltic Porter
188,10052,/beer/profile/263/1324/,Aecht Schlenkerla Rauchbier Urbock,/beer/profile/263/,Brauerei Heller-Trum / Schlenkerla,/beer/style/7/,Rauchbier
189,1064,/beer/profile/41/140/,Corsendonk Christmas Ale,/beer/profile/41/,Brouwerij Corsendonk,/beer/style/56/,Belgian Strong Dark Ale
190,17800,/beer/profile/173/20768/,Fred From The Wood,/beer/profile/173/,Hair of the Dog Brewing Company / Brewery and Tasting Room,/beer/style/78/,American Strong Ale
191,6540,/beer/profile/73/229/,Great Lakes Eliot Ness,/beer/profile/73/,Great Lakes Brewing Co.,/beer/style/30/,Vienna Lager
