MD,Somerset County ,"26,253",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Seal_of_Somerset_County%2C_Maryland.png/100px-Seal_of_Somerset_County%2C_Maryland.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Map_of_Maryland_highlighting_Somerset_County.svg/150px-Map_of_Maryland_highlighting_Somerset_County.svg.png
NY,Yates County ,"25,348",,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Map_of_New_York_highlighting_Yates_County.svg/100px-Map_of_New_York_highlighting_Yates_County.svg.png
PA,Juniata County ,"24,636",,
MD,Kent County ,"20,191",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Seal_of_Kent_County%2C_Maryland.gif/100px-Seal_of_Kent_County%2C_Maryland.gif,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Map_of_Maryland_highlighting_Kent_County.svg/150px-Map_of_Maryland_highlighting_Kent_County.svg.png
NY,Schuyler County ,"18,343",,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Map_of_New_York_highlighting_Schoharie_County.svg/100px-Map_of_New_York_highlighting_Schoharie_County.svg.png
PA,Montour County ,"18,267",,
PA,Potter County ,"17,457",,
PA,Fulton County ,"14,845",,
PA,Forest County ,"7,716",,
PA,Sullivan County ,"6,428",,
PA,Cameron County ,"5,085",,
NY,Hamilton County ,"4,836",,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Map_of_New_York_highlighting_Hamilton_County.svg/100px-Map_of_New_York_highlighting_Hamilton_County.svg.png
